id_cliente,nome,idade,data_nascimento,cidade,estado,email,renda_mensal,quantidade_compras,valor_total_compras,cliente_ativo
717,Otávio Renata Mendes Barbosa,36,1989-12-22,Fortaleza,CE,cliente00717@exemplo.com,5605.11,8,26948.46,Não
718,Fernanda Isabela Almeida Monteiro,39,1986-09-07,Uberlândia,MG,cliente00718@exemplo.com,11891.62,3,4450.15,Não
719,Natalia Fernanda Moura Costa,24,2001-12-06,Uberlândia,MG,cliente00719@exemplo.com,3960.79,11,25179.95,Sim
720,Fernanda Henrique Souza Santos,42,1984-03-15,Curitiba,PR,cliente00720@exemplo.com,7452.0,23,5534.9,Sim
721,Vanessa Juliana Gomes Pereira,39,1986-09-23,Fortaleza,CE,cliente00721@exemplo.com,8788.2,10,16009.29,Sim
722,Ana Mariana Monteiro Pereira,36,1990-07-19,Porto Alegre,RS,cliente00722@exemplo.com,3606.72,47,16384.37,Não
723,Thiago Vinícius Lima Monteiro,43,1983-01-01,Curitiba,PR,cliente00723@exemplo.com,12294.28,46,27206.42,Não
724,Juliana Vinícius Souza Monteiro,54,1971-10-19,Curitiba,PR,cliente00724@exemplo.com,10653.11,7,9242.47,Não
725,Sérgio Henrique Alves Gomes,52,1974-02-24,Porto Alegre,RS,cliente00725@exemplo.com,2242.95,41,5854.49,Sim
726,Isabela Gabriela Silva Oliveira,32,1994-02-25,Fortaleza,CE,cliente00726@exemplo.com,10640.36,5,29275.19,Não
727,Gabriela Otávio Carvalho Moura,29,1997-02-21,Campinas,SP,cliente00727@exemplo.com,13764.03,23,11926.74,Não
728,Lucas Mariana Gomes Silva,43,1982-10-08,Florianópolis,SC,cliente00728@exemplo.com,6243.29,28,26229.05,Sim
729,Gabriela William Alves Ribeiro,36,1989-11-06,Uberlândia,MG,cliente00729@exemplo.com,3711.17,46,29110.82,Não
730,William Mateus Pereira Fernandes,29,1996-10-27,Santos,SP,cliente00730@exemplo.com,3439.13,19,14238.39,Não
731,Carlos Renata Martins Oliveira,56,1970-04-19,Recife,PE,cliente00731@exemplo.com,10123.88,17,12435.42,Não
732,Vinícius Renata Pereira Rodrigues,48,1978-05-06,Salvador,BA,cliente00732@exemplo.com,5407.75,31,1266.99,Não
733,Renata João Monteiro Barbosa,23,2003-03-10,Fortaleza,CE,cliente00733@exemplo.com,4531.02,50,73.4,Não
734,João Thiago Monteiro Souza,27,1999-05-01,Uberlândia,MG,cliente00734@exemplo.com,7131.62,31,27203.8,Sim
735,Ana Daniel Nascimento Monteiro,53,1972-12-29,Florianópolis,SC,cliente00735@exemplo.com,9344.39,36,13082.06,Não
736,Thiago Vanessa Monteiro Souza,39,1986-09-28,São Paulo,SP,cliente00736@exemplo.com,12911.28,10,17449.63,Sim
737,Juliana Natalia Pereira Gomes,49,1977-04-29,Campinas,SP,cliente00737@exemplo.com,5181.05,26,19087.41,Não
738,Bruno João Lima Mendes,27,1998-08-30,Santos,SP,cliente00738@exemplo.com,8437.2,49,18840.9,Sim
739,Sérgio Fernanda Barbosa Carvalho,42,1984-03-08,Uberlândia,MG,cliente00739@exemplo.com,5164.7,44,20650.4,Sim
740,Rafael Renata Gomes Pereira,56,1970-07-31,Curitiba,PR,cliente00740@exemplo.com,8495.31,23,23364.24,Não
741,Juliana Fernanda Souza Rodrigues,49,1976-12-07,Niterói,RJ,cliente00741@exemplo.com,12726.24,50,26911.7,Sim
742,Mateus Natalia Oliveira Souza,50,1975-11-21,São Paulo,SP,cliente00742@exemplo.com,7973.5,19,20731.52,Sim
743,Natalia Sérgio Mendes Carvalho,48,1977-09-22,Uberlândia,MG,cliente00743@exemplo.com,1888.25,7,6670.74,Sim
744,Vinícius Henrique Lima Pereira,47,1979-06-01,Curitiba,PR,cliente00744@exemplo.com,14744.98,27,20724.54,Sim
745,Carlos Ana Monteiro Ribeiro,54,1971-11-28,Rio de Janeiro,RJ,cliente00745@exemplo.com,2955.53,50,19793.67,Sim
746,Otávio Daniel Nascimento Santos,53,1972-12-21,Uberlândia,MG,cliente00746@exemplo.com,10512.42,48,2895.11,Sim
747,Sérgio Gabriela Fernandes Rodrigues,48,1978-04-16,Florianópolis,SC,cliente00747@exemplo.com,1895.0,9,25375.85,Não
748,Renata Lucas Gomes Costa,34,1992-06-16,Niterói,RJ,cliente00748@exemplo.com,8316.27,4,2973.17,Sim
749,Patrícia Gabriela Rodrigues Lima,48,1977-09-15,São Paulo,SP,cliente00749@exemplo.com,14643.33,6,27726.96,Não
750,Lucas Vinícius Fernandes Costa,36,1989-09-21,Sorocaba,SP,cliente00750@exemplo.com,3941.46,22,29439.03,Não
751,Gabriela Patrícia Almeida Ribeiro,51,1975-01-23,Porto Alegre,RS,cliente00751@exemplo.com,3168.81,7,15591.83,Não
752,Lucas Vinícius Lima Barbosa,24,2002-05-24,Campinas,SP,cliente00752@exemplo.com,2610.35,31,3471.68,Não
753,Natalia Sérgio Lima Alves,46,1980-02-18,Recife,PE,cliente00753@exemplo.com,5422.96,27,5663.55,Sim
754,Otávio Vanessa Gomes Costa,56,1970-07-29,Brasília,DF,cliente00754@exemplo.com,10573.29,25,13141.75,Sim
755,Daniel Eduardo Martins Martins,25,2001-03-06,Sorocaba,SP,cliente00755@exemplo.com,11509.33,10,1941.31,Sim
756,Juliana Gabriela Moura Martins,51,1975-07-05,Niterói,RJ,cliente00756@exemplo.com,12814.47,46,14973.3,Não
757,Thiago Mariana Gomes Monteiro,26,1999-11-27,Salvador,BA,cliente00757@exemplo.com,14831.56,32,8366.72,Não
758,Daniel Daniel Nascimento Monteiro,34,1992-04-22,Niterói,RJ,cliente00758@exemplo.com,9983.01,8,891.71,Sim
759,Carlos Otávio Silva Costa,39,1987-03-02,Porto Alegre,RS,cliente00759@exemplo.com,3561.94,39,18696.98,Sim
760,Vanessa Patrícia Monteiro Alves,47,1979-01-22,Uberlândia,MG,cliente00760@exemplo.com,10438.26,31,15143.84,Não
761,Rafael Rafael Silva Santos,37,1989-04-22,Sorocaba,SP,cliente00761@exemplo.com,6679.0,20,25586.23,Não
762,Natalia Bruno Santos Costa,31,1994-12-21,Uberlândia,MG,cliente00762@exemplo.com,13443.45,10,14744.39,Sim
763,João Vinícius Martins Monteiro,22,2004-04-09,Sorocaba,SP,cliente00763@exemplo.com,9179.55,31,19802.36,Não
764,Otávio Rafael Costa Mendes,54,1972-07-02,Salvador,BA,cliente00764@exemplo.com,5055.78,37,29126.12,Não
765,João Juliana Santos Silva,30,1996-06-27,Campinas,SP,cliente00765@exemplo.com,3230.67,23,10466.3,Sim
766,Thiago Juliana Martins Souza,37,1989-03-16,Florianópolis,SC,cliente00766@exemplo.com,14891.26,26,10538.08,Sim
767,Henrique Henrique Lima Fernandes,52,1973-10-23,Santos,SP,cliente00767@exemplo.com,13230.69,7,10127.83,Sim
768,Rafael Juliana Santos Alves,27,1999-07-04,Recife,PE,cliente00768@exemplo.com,9168.67,26,7998.57,Não
769,Renata Ana Carvalho Martins,31,1995-08-02,Salvador,BA,cliente00769@exemplo.com,5852.69,6,24249.8,Sim
770,Vinícius Vanessa Rodrigues Carvalho,34,1992-04-13,Porto Alegre,RS,cliente00770@exemplo.com,3749.47,19,10900.03,Não
771,Gabriela Otávio Oliveira Barbosa,47,1979-08-09,Uberlândia,MG,cliente00771@exemplo.com,5079.59,19,29886.83,Não
772,Henrique Sérgio Oliveira Fernandes,52,1974-04-02,Porto Alegre,RS,cliente00772@exemplo.com,5190.43,36,24035.57,Não
773,Mateus Gabriela Gomes Oliveira,27,1999-03-24,Uberlândia,MG,cliente00773@exemplo.com,8312.63,19,12987.31,Não
774,Gabriela Mateus Martins Nascimento,28,1998-01-13,Fortaleza,CE,cliente00774@exemplo.com,10566.06,35,5418.03,Sim
775,Thiago Vinícius Mendes Costa,30,1995-11-17,Brasília,DF,cliente00775@exemplo.com,4374.86,47,28143.09,Não
776,Thiago Rafael Moura Ribeiro,31,1995-05-25,Campinas,SP,cliente00776@exemplo.com,8550.64,23,13874.6,Sim
777,Eduardo William Lima Ribeiro,38,1988-05-27,Porto Alegre,RS,cliente00777@exemplo.com,13112.51,4,19017.82,Não
778,Isabela João Costa Nascimento,25,2000-10-23,Niterói,RJ,cliente00778@exemplo.com,6979.19,7,4498.87,Sim
779,Henrique João Alves Monteiro,31,1995-02-11,Recife,PE,cliente00779@exemplo.com,7197.26,2,6059.72,Não
780,Eduardo Ana Nascimento Nascimento,27,1999-07-19,Londrina,PR,cliente00780@exemplo.com,10197.97,2,28913.61,Não
781,Ana Bruno Oliveira Carvalho,29,1996-12-26,Uberlândia,MG,cliente00781@exemplo.com,13206.82,26,26903.2,Sim
782,Mariana William Pereira Almeida,51,1975-01-08,Sorocaba,SP,cliente00782@exemplo.com,8546.43,37,28490.24,Não
783,Otávio Carlos Almeida Moura,51,1975-06-27,Porto Alegre,RS,cliente00783@exemplo.com,5945.36,37,22117.09,Sim
784,Mateus Gabriela Pereira Souza,48,1977-11-09,Rio de Janeiro,RJ,cliente00784@exemplo.com,14593.97,28,12251.27,Sim
785,Otávio Rafael Gomes Souza,42,1984-03-13,Recife,PE,cliente00785@exemplo.com,7910.53,15,28899.46,Sim
786,Lucas Otávio Gomes Lima,55,1970-12-12,Campinas,SP,cliente00786@exemplo.com,12859.89,42,23968.24,Sim
787,Vinícius Vanessa Almeida Nascimento,31,1994-10-17,Salvador,BA,cliente00787@exemplo.com,5675.12,44,10885.65,Sim
788,Rafael Henrique Alves Martins,56,1970-05-09,Salvador,BA,cliente00788@exemplo.com,14021.35,16,9026.64,Sim
789,João Gabriela Costa Alves,28,1998-04-28,Porto Alegre,RS,cliente00789@exemplo.com,13372.81,49,19332.89,Sim
790,Isabela Carlos Monteiro Monteiro,23,2003-01-22,Recife,PE,cliente00790@exemplo.com,14007.71,21,21521.58,Sim
791,Fernanda Vinícius Nascimento Mendes,53,1972-12-23,Florianópolis,SC,cliente00791@exemplo.com,7181.75,46,24402.84,Não
792,Natalia Vinícius Silva Santos,27,1998-10-09,Londrina,PR,cliente00792@exemplo.com,10007.11,50,19232.96,Sim
793,Mariana Gabriela Lima Carvalho,30,1995-10-31,Santos,SP,cliente00793@exemplo.com,2996.18,15,15490.98,Sim
794,Sérgio Vanessa Ribeiro Carvalho,36,1990-04-03,Brasília,DF,cliente00794@exemplo.com,13292.33,8,7820.4,Não
795,João Gabriela Oliveira Ribeiro,40,1986-06-28,Londrina,PR,cliente00795@exemplo.com,6812.17,24,28342.71,Sim
796,Ana Ana Barbosa Moura,28,1998-02-09,Niterói,RJ,cliente00796@exemplo.com,13742.4,29,5947.99,Sim
797,Bruno Mariana Moura Ribeiro,29,1996-12-06,Belo Horizonte,MG,cliente00797@exemplo.com,3514.89,23,5103.69,Sim
798,Ana Vinícius Mendes Ribeiro,21,2004-09-09,Fortaleza,CE,cliente00798@exemplo.com,12667.98,31,3555.37,Sim
799,Gabriela Isabela Lima Monteiro,39,1987-02-20,Curitiba,PR,cliente00799@exemplo.com,7322.67,13,18002.48,Não
800,William Vanessa Rodrigues Ribeiro,48,1978-02-03,Recife,PE,cliente00800@exemplo.com,12198.26,1,8705.79,Não
801,Henrique Sérgio Alves Almeida,40,1986-08-01,Fortaleza,CE,cliente00801@exemplo.com,2657.47,30,3996.15,Não
802,Vinícius Mariana Rodrigues Martins,24,2001-10-12,Recife,PE,cliente00802@exemplo.com,11437.41,16,2191.67,Sim
803,Bruno Juliana Almeida Monteiro,40,1985-11-22,Campinas,SP,cliente00803@exemplo.com,1572.37,32,18589.74,Não
804,Mariana Vanessa Gomes Pereira,31,1995-02-06,Campinas,SP,cliente00804@exemplo.com,9336.57,16,5095.99,Não
805,Juliana Natalia Pereira Oliveira,42,1984-03-26,Recife,PE,cliente00805@exemplo.com,3414.24,7,9398.09,Sim
806,Otávio Isabela Gomes Ribeiro,43,1982-09-10,Belo Horizonte,MG,cliente00806@exemplo.com,9774.58,48,27801.51,Não
807,Mateus Fernanda Carvalho Monteiro,22,2004-04-04,Curitiba,PR,cliente00807@exemplo.com,9001.61,42,19099.57,Não
808,Bruno Gabriela Pereira Santos,46,1980-04-24,Londrina,PR,cliente00808@exemplo.com,1984.14,16,4906.65,Não
809,Mateus Daniel Monteiro Santos,36,1989-10-21,Florianópolis,SC,cliente00809@exemplo.com,14849.05,35,14555.99,Não
810,Daniel William Pereira Souza,40,1985-09-06,Santos,SP,cliente00810@exemplo.com,4250.41,18,5419.65,Sim
811,William Patrícia Nascimento Fernandes,26,1999-09-30,Rio de Janeiro,RJ,cliente00811@exemplo.com,9377.89,0,15780.46,Sim
812,Mateus Carlos Almeida Monteiro,26,2000-05-13,Sorocaba,SP,cliente00812@exemplo.com,13479.46,1,8528.44,Sim
813,Mariana Lucas Fernandes Souza,42,1984-07-06,Curitiba,PR,cliente00813@exemplo.com,1889.81,29,24920.98,Não
814,Natalia Thiago Nascimento Moura,27,1999-07-08,São Paulo,SP,cliente00814@exemplo.com,5947.26,2,19685.18,Não
815,Juliana William Fernandes Pereira,47,1979-06-26,Campinas,SP,cliente00815@exemplo.com,12321.03,18,9695.13,Sim
816,William Carlos Barbosa Moura,39,1987-02-09,Santos,SP,cliente00816@exemplo.com,6884.59,11,7202.4,Não
817,Carlos Ana Rodrigues Costa,39,1987-06-06,Salvador,BA,cliente00817@exemplo.com,5346.63,48,28632.97,Sim
818,Daniel João Monteiro Ribeiro,23,2003-01-04,Uberlândia,MG,cliente00818@exemplo.com,13700.41,38,3938.6,Sim
819,Lucas Patrícia Rodrigues Monteiro,36,1989-12-25,Salvador,BA,cliente00819@exemplo.com,7931.94,36,18010.22,Sim
820,Mateus Lucas Moura Costa,37,1989-06-22,Recife,PE,cliente00820@exemplo.com,2754.79,32,10252.35,Não
821,Vanessa Henrique Pereira Monteiro,32,1993-08-26,Santos,SP,cliente00821@exemplo.com,5424.49,27,2375.49,Não
822,João Eduardo Pereira Lima,45,1981-02-25,Recife,PE,cliente00822@exemplo.com,5489.0,3,16529.83,Sim
823,Patrícia Daniel Mendes Ribeiro,38,1988-07-11,Sorocaba,SP,cliente00823@exemplo.com,7772.86,46,17054.35,Não
824,Lucas Isabela Fernandes Oliveira,22,2004-06-24,São Paulo,SP,cliente00824@exemplo.com,3038.13,42,13886.37,Sim
825,Mariana Bruno Oliveira Ribeiro,25,2001-08-06,Uberlândia,MG,cliente00825@exemplo.com,5738.28,46,13649.94,Não
826,Sérgio Isabela Carvalho Costa,47,1979-06-21,Londrina,PR,cliente00826@exemplo.com,2555.98,38,7779.53,Sim
827,Mateus Rafael Silva Silva,38,1987-09-19,Sorocaba,SP,cliente00827@exemplo.com,1679.61,41,14313.6,Não
828,Vanessa William Moura Monteiro,43,1983-08-02,Florianópolis,SC,cliente00828@exemplo.com,10823.94,44,20253.07,Não
829,Carlos Eduardo Pereira Silva,48,1978-07-24,Sorocaba,SP,cliente00829@exemplo.com,12515.57,44,29115.61,Sim
830,Gabriela Otávio Pereira Almeida,37,1989-07-19,Rio de Janeiro,RJ,cliente00830@exemplo.com,2662.26,49,13902.77,Não
831,Mateus Ana Souza Costa,49,1976-11-02,Fortaleza,CE,cliente00831@exemplo.com,14512.2,30,588.83,Não
832,Renata Henrique Rodrigues Lima,31,1995-07-18,Salvador,BA,cliente00832@exemplo.com,2187.45,0,3079.91,Não
833,Mateus Otávio Fernandes Moura,23,2002-10-17,Uberlândia,MG,cliente00833@exemplo.com,1999.73,25,14583.03,Não
834,Henrique Vinícius Santos Mendes,55,1970-11-08,Recife,PE,cliente00834@exemplo.com,9281.45,35,1905.32,Não
835,Otávio Daniel Monteiro Moura,27,1998-12-27,Florianópolis,SC,cliente00835@exemplo.com,7552.39,27,624.21,Não
836,William Gabriela Monteiro Gomes,36,1989-08-27,Niterói,RJ,cliente00836@exemplo.com,8353.09,37,27272.1,Não
837,Sérgio Vinícius Alves Pereira,43,1983-02-28,Salvador,BA,cliente00837@exemplo.com,14457.35,43,19575.01,Não
838,Otávio Fernanda Moura Rodrigues,43,1982-09-02,Santos,SP,cliente00838@exemplo.com,10505.26,8,5198.73,Sim
839,Sérgio Otávio Souza Ribeiro,34,1992-02-24,Uberlândia,MG,cliente00839@exemplo.com,4668.71,35,1411.48,Sim
840,Lucas Isabela Gomes Costa,48,1977-11-02,Campinas,SP,cliente00840@exemplo.com,12392.01,21,12918.61,Sim
841,Daniel Rafael Almeida Monteiro,45,1981-07-26,Porto Alegre,RS,cliente00841@exemplo.com,12095.96,49,1400.29,Não
842,Eduardo Vinícius Mendes Moura,26,2000-01-12,Sorocaba,SP,cliente00842@exemplo.com,11036.47,28,23969.61,Sim
843,Daniel Sérgio Moura Souza,31,1995-03-26,Campinas,SP,cliente00843@exemplo.com,8348.63,10,18897.78,Sim
844,Lucas Fernanda Lima Alves,22,2004-03-07,Brasília,DF,cliente00844@exemplo.com,11389.45,6,4628.87,Não
845,Juliana Eduardo Souza Rodrigues,36,1989-09-12,Recife,PE,cliente00845@exemplo.com,11884.46,0,7359.48,Não
846,Juliana João Mendes Costa,52,1973-10-28,Belo Horizonte,MG,cliente00846@exemplo.com,6527.89,48,12450.26,Sim
847,Eduardo Patrícia Ribeiro Almeida,50,1976-03-10,Recife,PE,cliente00847@exemplo.com,7081.03,26,26941.96,Não
848,Ana Natalia Pereira Silva,24,2002-03-11,Santos,SP,cliente00848@exemplo.com,2644.51,20,12049.53,Sim
849,Mateus Bruno Martins Santos,27,1999-08-13,Curitiba,PR,cliente00849@exemplo.com,13683.9,3,29331.99,Não
850,Mateus Mariana Barbosa Lima,24,2002-05-14,Porto Alegre,RS,cliente00850@exemplo.com,13774.62,0,24810.11,Sim
851,Vinícius Mariana Alves Rodrigues,32,1994-06-03,Fortaleza,CE,cliente00851@exemplo.com,10915.86,50,19462.71,Sim
852,João Carlos Santos Barbosa,41,1985-01-02,Salvador,BA,cliente00852@exemplo.com,11288.83,47,26396.27,Não
853,Gabriela Carlos Mendes Barbosa,42,1984-01-03,Porto Alegre,RS,cliente00853@exemplo.com,11720.13,10,702.65,Não
854,Henrique João Ribeiro Mendes,51,1974-12-15,Campinas,SP,cliente00854@exemplo.com,12861.38,16,18809.69,Não
855,Daniel Bruno Souza Alves,43,1983-05-14,São Paulo,SP,cliente00855@exemplo.com,7617.49,15,24161.63,Sim
856,Lucas João Lima Fernandes,26,2000-03-01,Curitiba,PR,cliente00856@exemplo.com,11143.74,33,22125.37,Sim
857,Juliana Patrícia Fernandes Rodrigues,21,2004-12-03,Florianópolis,SC,cliente00857@exemplo.com,7633.18,9,21349.21,Não
858,Carlos Carlos Santos Ribeiro,50,1975-11-01,Brasília,DF,cliente00858@exemplo.com,4399.59,4,11078.83,Não
859,Renata Rafael Mendes Martins,44,1981-10-30,Brasília,DF,cliente00859@exemplo.com,10092.23,28,20670.54,Não
860,William Mateus Costa Pereira,33,1992-09-08,Curitiba,PR,cliente00860@exemplo.com,8044.32,29,3881.56,Sim
861,Vinícius Gabriela Alves Monteiro,55,1971-06-19,Londrina,PR,cliente00861@exemplo.com,14244.94,23,27650.92,Sim
862,Sérgio Mateus Souza Souza,40,1986-07-31,Uberlândia,MG,cliente00862@exemplo.com,2043.81,9,3532.27,Não
863,Lucas João Lima Monteiro,55,1971-04-04,Curitiba,PR,cliente00863@exemplo.com,3418.89,37,12652.71,Não
864,João Gabriela Costa Monteiro,56,1970-02-04,Sorocaba,SP,cliente00864@exemplo.com,8891.75,4,26112.8,Não
865,Otávio Renata Lima Fernandes,36,1990-04-17,Porto Alegre,RS,cliente00865@exemplo.com,12048.22,30,25033.8,Sim
866,Eduardo Patrícia Alves Alves,26,1999-12-06,Fortaleza,CE,cliente00866@exemplo.com,3511.26,46,9756.49,Não
867,Mariana Henrique Martins Carvalho,32,1994-04-08,Campinas,SP,cliente00867@exemplo.com,14434.07,28,22077.38,Sim
868,Fernanda Vinícius Silva Fernandes,28,1998-04-07,Uberlândia,MG,cliente00868@exemplo.com,9074.1,7,19317.43,Sim
869,Gabriela Sérgio Barbosa Fernandes,22,2003-12-26,Campinas,SP,cliente00869@exemplo.com,14423.45,33,5681.88,Não
870,Patrícia Ana Souza Barbosa,48,1978-01-23,São Paulo,SP,cliente00870@exemplo.com,5211.99,13,7358.6,Não
871,Carlos Rafael Moura Carvalho,38,1988-01-10,Campinas,SP,cliente00871@exemplo.com,8134.89,1,10198.7,Sim
872,Mateus Ana Mendes Carvalho,39,1987-02-19,Belo Horizonte,MG,cliente00872@exemplo.com,2728.84,6,16253.38,Não
873,Eduardo Fernanda Nascimento Oliveira,49,1976-12-01,Uberlândia,MG,cliente00873@exemplo.com,14354.22,43,5075.73,Não
874,Fernanda Ana Santos Lima,39,1987-06-29,Sorocaba,SP,cliente00874@exemplo.com,5820.56,26,26790.33,Não
875,Mariana Daniel Santos Rodrigues,45,1980-09-30,Niterói,RJ,cliente00875@exemplo.com,8155.22,48,15132.64,Sim
876,Isabela Bruno Carvalho Alves,31,1994-10-24,Recife,PE,cliente00876@exemplo.com,2383.69,1,12224.81,Sim
877,Ana Isabela Barbosa Fernandes,26,2000-04-13,Sorocaba,SP,cliente00877@exemplo.com,4825.27,35,19546.53,Sim
878,João Renata Ribeiro Alves,52,1973-10-06,Rio de Janeiro,RJ,cliente00878@exemplo.com,12068.9,9,11199.16,Sim
879,Henrique Rafael Ribeiro Barbosa,36,1990-04-07,Campinas,SP,cliente00879@exemplo.com,1513.51,29,28833.43,Não
880,Thiago Fernanda Silva Santos,35,1991-08-19,Belo Horizonte,MG,cliente00880@exemplo.com,9571.21,43,11404.61,Não
881,Thiago Gabriela Fernandes Mendes,44,1982-08-15,Campinas,SP,cliente00881@exemplo.com,3679.12,34,16892.45,Não
882,Carlos Mariana Souza Pereira,24,2002-07-11,Belo Horizonte,MG,cliente00882@exemplo.com,13356.77,13,18313.36,Não
883,Vanessa Juliana Nascimento Alves,44,1982-04-01,Niterói,RJ,cliente00883@exemplo.com,10440.74,20,10248.89,Não
884,Sérgio Juliana Silva Pereira,27,1998-12-31,São Paulo,SP,cliente00884@exemplo.com,9718.62,0,27043.35,Sim
885,Mateus Rafael Monteiro Martins,32,1994-02-20,Santos,SP,cliente00885@exemplo.com,12128.62,41,19537.99,Sim
886,Vanessa Natalia Souza Gomes,39,1986-11-19,Florianópolis,SC,cliente00886@exemplo.com,6721.14,49,24356.09,Sim
887,Daniel Natalia Gomes Rodrigues,36,1989-12-10,São Paulo,SP,cliente00887@exemplo.com,4490.53,1,22752.63,Não
888,Gabriela Carlos Moura Lima,24,2002-03-14,Niterói,RJ,cliente00888@exemplo.com,4662.48,31,29018.9,Sim
889,Isabela Otávio Moura Rodrigues,56,1970-04-27,Rio de Janeiro,RJ,cliente00889@exemplo.com,14787.56,40,11882.59,Não
890,Renata Patrícia Monteiro Costa,31,1994-10-02,Rio de Janeiro,RJ,cliente00890@exemplo.com,10407.82,36,20165.27,Sim
891,Carlos Renata Pereira Oliveira,50,1975-09-19,Belo Horizonte,MG,cliente00891@exemplo.com,14103.11,14,26430.09,Não
892,Gabriela Vanessa Silva Barbosa,29,1997-07-25,Belo Horizonte,MG,cliente00892@exemplo.com,10689.18,29,58.65,Não
893,Thiago Vanessa Santos Carvalho,37,1989-05-27,Recife,PE,cliente00893@exemplo.com,5199.48,43,15548.86,Não
894,Lucas Patrícia Santos Almeida,54,1972-02-09,Belo Horizonte,MG,cliente00894@exemplo.com,13898.29,34,13465.84,Sim
895,Mariana Gabriela Carvalho Oliveira,30,1995-08-26,São Paulo,SP,cliente00895@exemplo.com,14868.57,14,29342.87,Não
896,Carlos Henrique Rodrigues Costa,41,1984-10-08,Uberlândia,MG,cliente00896@exemplo.com,2348.4,40,2901.78,Não
897,Mateus Ana Fernandes Carvalho,45,1981-03-26,Niterói,RJ,cliente00897@exemplo.com,2955.85,15,28764.08,Sim
898,Juliana Patrícia Almeida Oliveira,21,2004-10-18,Fortaleza,CE,cliente00898@exemplo.com,11815.33,40,13393.69,Sim
899,Carlos Bruno Santos Martins,42,1984-01-20,Santos,SP,cliente00899@exemplo.com,12065.72,3,27573.47,Não
900,Bruno João Moura Ribeiro,53,1972-12-13,Sorocaba,SP,cliente00900@exemplo.com,10647.12,35,1566.09,Não
901,Mariana Daniel Moura Ribeiro,46,1980-06-16,São Paulo,SP,cliente00901@exemplo.com,7621.05,29,23854.94,Sim
902,Juliana Thiago Silva Alves,33,1993-03-15,Porto Alegre,RS,cliente00902@exemplo.com,9435.48,6,3080.69,Sim
903,Renata Gabriela Fernandes Pereira,28,1998-08-04,Belo Horizonte,MG,cliente00903@exemplo.com,6297.78,30,21738.69,Não
904,Fernanda Henrique Pereira Santos,53,1972-09-18,Curitiba,PR,cliente00904@exemplo.com,5707.5,27,15393.77,Não
905,João Renata Barbosa Pereira,50,1976-08-12,Brasília,DF,cliente00905@exemplo.com,5667.1,21,8731.92,Sim
906,Patrícia Renata Pereira Santos,45,1980-08-25,Campinas,SP,cliente00906@exemplo.com,7197.83,12,29295.32,Sim
907,Carlos Juliana Rodrigues Monteiro,25,2001-03-02,Fortaleza,CE,cliente00907@exemplo.com,9596.79,21,25560.26,Não
908,Sérgio João Ribeiro Carvalho,49,1977-04-12,Sorocaba,SP,cliente00908@exemplo.com,7633.08,50,27316.29,Não
909,Henrique Ana Almeida Almeida,35,1990-12-05,Rio de Janeiro,RJ,cliente00909@exemplo.com,4726.76,47,23050.45,Não
910,William Mariana Rodrigues Martins,48,1978-04-07,São Paulo,SP,cliente00910@exemplo.com,6398.03,4,10736.6,Sim
911,Eduardo João Alves Rodrigues,28,1998-04-27,Florianópolis,SC,cliente00911@exemplo.com,2092.72,1,5973.69,Não
912,Fernanda Henrique Nascimento Costa,41,1985-03-30,Niterói,RJ,cliente00912@exemplo.com,3910.31,1,5282.32,Não
913,Daniel Ana Pereira Martins,27,1999-05-18,Sorocaba,SP,cliente00913@exemplo.com,6068.17,13,9152.17,Sim
914,Lucas Lucas Costa Mendes,20,2005-11-04,Recife,PE,cliente00914@exemplo.com,13358.24,4,3554.8,Sim
915,Gabriela Gabriela Barbosa Martins,25,2001-02-23,Florianópolis,SC,cliente00915@exemplo.com,5792.35,27,29309.45,Sim
916,Bruno Sérgio Fernandes Rodrigues,32,1994-01-08,Uberlândia,MG,cliente00916@exemplo.com,12159.44,20,7415.15,Não
917,Eduardo Patrícia Fernandes Monteiro,47,1979-05-22,Santos,SP,cliente00917@exemplo.com,12092.98,50,19905.07,Sim
918,Fernanda Patrícia Martins Mendes,39,1986-10-15,Brasília,DF,cliente00918@exemplo.com,8505.05,11,9654.69,Não
919,Patrícia Vinícius Monteiro Monteiro,35,1991-04-03,Belo Horizonte,MG,cliente00919@exemplo.com,9346.02,40,27635.56,Sim
920,Gabriela Henrique Rodrigues Alves,46,1980-07-07,Salvador,BA,cliente00920@exemplo.com,4451.02,27,26661.27,Sim
921,Lucas Isabela Barbosa Oliveira,50,1976-01-10,Santos,SP,cliente00921@exemplo.com,5483.15,33,10547.25,Sim
922,Natalia Patrícia Moura Carvalho,37,1989-02-11,Fortaleza,CE,cliente00922@exemplo.com,7811.94,26,11025.36,Não
923,Juliana Isabela Martins Silva,48,1978-01-21,Fortaleza,CE,cliente00923@exemplo.com,4656.17,41,2276.65,Sim
924,João Patrícia Mendes Barbosa,27,1998-11-15,Santos,SP,cliente00924@exemplo.com,12109.29,14,2952.27,Sim
925,Lucas Bruno Barbosa Rodrigues,41,1984-12-21,Rio de Janeiro,RJ,cliente00925@exemplo.com,10613.95,16,9081.47,Não
926,Gabriela Vinícius Moura Pereira,22,2003-10-02,Belo Horizonte,MG,cliente00926@exemplo.com,1615.21,19,8455.36,Não
927,Mariana Mariana Fernandes Silva,35,1991-03-05,Curitiba,PR,cliente00927@exemplo.com,13183.79,14,6807.79,Sim
